0.040, 0.012, 0.001, 0.000, 0.000, 0.000, 0.000 \\
0.073, 0.036, 0.009, 0.001, 0.000, 0.000, 0.000 \\
0.093, 0.058, 0.025, 0.001, 0.007, 0.000, 0.000 \\
0.066, 0.049, 0.019, 0.013, 0.028, 0.031, 0.000 \\
0.000, 0.000, 0.059, 0.081, 0.106, 0.121, 0.124 \\
